"inline_NO_brace","inline_YES_brace","nextline_brace","double_backslash_NO_Space","double_backslash_YES_Space","single_backslash_asterisk","NO_parenthesis","YES_parenthesis","unary_NO_space","unary_YES_space","NO_binary_NO","NO_binary_YES","YES_binary_NO","YES_binary_YES","Programmer"
0,7,1,0,0,3,0,5,0,0,0,21,6,16,C
0,18,24,0,0,5,0,17,0,0,0,22,27,63,C
0,13,21,0,0,4,0,13,0,0,0,14,22,45,C
0,25,8,0,0,14,0,24,0,0,0,29,26,85,C
0,5,1,0,0,5,0,5,0,0,1,19,8,16,C
0,23,21,0,0,17,0,22,0,0,0,30,26,63,C
0,6,5,0,0,4,0,6,0,0,1,5,10,26,C
0,22,7,0,0,35,0,21,0,0,0,75,30,147,C
0,20,7,0,0,73,0,20,0,0,0,71,30,169,C
0,0,5,0,0,0,0,0,0,0,0,4,3,0,C
0,3,5,0,0,1,0,3,0,0,0,5,6,6,C
0,11,11,1,0,8,0,8,0,1,0,66,10,41,C
0,2,1,0,0,1,0,1,0,0,0,4,4,37,C
0,0,1,0,0,24,0,0,0,0,4,8,1,0,C
0,0,3,0,0,1,0,0,0,0,0,11,3,90,C
0,8,10,0,0,0,0,8,0,1,0,17,18,31,C
0,5,4,0,0,0,0,5,0,0,0,8,10,11,C
0,0,10,0,0,0,0,0,0,0,0,7,6,0,C
0,14,4,0,0,4,0,14,0,0,0,35,21,58,C
0,14,8,0,0,4,0,14,0,0,0,29,25,59,C
0,5,9,0,0,0,0,5,0,0,0,11,9,13,C
0,17,16,0,0,2,0,16,0,0,0,61,22,57,C
0,0,5,0,0,0,0,0,0,0,0,4,2,0,C
0,2,0,0,0,0,0,0,0,0,0,0,0,0,C
0,2,0,0,0,0,0,0,0,0,0,0,0,0,C
0,2,1,0,0,7,0,2,0,0,0,4,3,31,C
0,2,1,0,0,6,0,2,0,0,0,5,3,33,C
0,0,17,0,0,0,0,0,0,0,0,23,20,0,C
0,0,12,0,0,0,0,0,0,0,0,10,13,1,C
0,1,4,0,0,0,0,1,0,0,0,18,9,11,C
0,11,3,0,0,0,0,11,0,0,0,15,18,23,C
0,9,6,0,0,5,0,5,0,0,0,43,13,25,C
0,0,7,0,0,0,0,0,0,0,0,7,5,0,C
0,15,14,0,0,0,0,11,0,0,0,29,25,19,C
0,7,8,0,0,1,0,5,0,0,0,33,21,48,C
0,7,8,0,0,1,0,5,0,0,0,33,19,47,C
0,15,8,0,0,5,0,13,0,1,0,108,18,173,C
0,2,8,0,0,1,0,2,0,0,0,10,10,6,C
0,18,2,0,0,1,0,17,0,5,0,22,6,47,C
0,2,0,0,0,0,0,0,0,0,0,4,6,0,C
0,6,5,0,0,1,0,3,0,0,0,18,15,38,C
0,6,5,0,0,1,0,3,0,0,0,18,12,36,C
0,0,4,0,0,0,0,0,0,0,0,1,0,0,C
0,17,2,0,0,1,0,17,4,0,0,23,6,46,C
0,0,4,0,0,0,0,0,0,0,0,1,0,0,C
0,17,2,0,0,1,0,17,4,0,0,23,6,46,C
0,0,7,0,0,0,0,0,0,0,0,13,9,3,C
0,0,7,0,0,0,0,0,0,0,0,15,8,4,C
0,2,8,0,0,0,0,2,0,1,0,15,16,22,C
2,17,15,0,0,3,0,10,0,1,1,9,9,42,C
0,48,22,0,0,36,0,43,0,2,7,36,32,151,C
0,31,18,1,0,22,0,29,0,2,6,19,24,90,C
0,47,11,0,0,3,0,43,0,16,0,37,14,182,C
0,15,12,0,0,9,0,15,0,0,0,5,15,31,C
0,11,17,0,0,7,0,9,0,0,5,10,9,82,C
0,38,35,0,0,18,0,37,0,8,1,106,90,207,C
0,0,4,0,0,0,0,0,0,0,0,0,0,0,C
0,14,257,0,0,0,0,12,0,9,0,36,16,59,C
0,14,385,0,0,0,0,12,0,9,0,44,16,60,C
0,9,43,0,0,0,0,6,0,1,0,17,12,29,C
0,63,3,0,0,0,0,56,0,6,0,98,9,113,C
0,8,148,0,0,0,0,5,0,1,0,17,12,27,C
0,33,2,0,0,0,0,30,0,3,0,50,6,61,C
0,4,1,0,0,6,0,8,0,4,0,58,0,35,C
0,3,1,0,0,1,0,2,0,1,0,12,0,4,C
0,3,1,0,0,1,0,0,0,0,0,17,0,1,C
0,5,1,0,0,0,0,5,0,3,0,8,0,13,C
0,1,1,0,0,1,0,2,0,1,0,2,0,5,C
0,5,1,0,0,0,0,5,0,3,0,8,0,13,C
0,7,1,0,0,1,0,4,0,2,0,35,0,24,C
0,9,1,0,0,1,0,6,0,2,0,39,0,14,C
0,5,1,0,0,0,0,4,0,0,0,9,3,17,C
0,6,1,0,0,0,0,5,0,0,0,8,3,23,C
0,7,1,0,0,1,0,3,0,3,0,32,0,16,C
0,11,1,0,0,0,0,10,0,0,0,44,11,48,C
0,8,7,0,0,0,0,8,0,0,0,26,10,39,C
0,3,1,0,0,0,0,4,0,2,0,8,0,8,C
0,12,13,0,0,0,0,8,0,4,0,57,6,44,C
0,8,1,0,0,0,0,8,0,8,1,112,6,48,C
0,6,1,0,0,0,0,3,0,1,0,9,0,9,C
0,7,1,0,0,0,0,3,0,1,0,12,0,5,C
0,14,1,0,0,0,0,11,0,0,0,23,6,39,C
0,7,1,0,0,0,0,3,0,1,0,10,0,5,C
0,5,1,0,0,0,0,2,0,1,0,10,0,4,C
0,4,2,0,0,0,0,1,0,0,0,19,1,16,C
0,51,4,0,0,0,0,42,0,2,0,273,6,211,C
0,10,11,0,0,0,0,7,0,0,0,18,3,41,C
0,22,6,0,0,5,0,20,0,0,0,51,17,57,C
0,5,1,0,0,0,0,4,0,0,0,23,0,9,C
0,8,258,0,0,0,0,6,0,5,0,30,7,46,C
0,6,1,0,0,0,0,6,0,3,0,18,2,27,C
0,16,1,0,0,0,0,14,0,14,0,75,0,45,C
0,4,1,0,0,0,0,4,0,4,0,8,0,19,C
0,1,1,0,0,0,0,1,0,1,0,2,0,3,C
0,5,2,0,0,0,0,4,0,1,0,10,3,30,C
0,9,2,0,0,0,0,9,0,2,0,17,6,41,C
0,6,25,0,0,0,0,4,0,1,0,25,3,11,C
0,12,2,0,0,0,0,11,0,1,0,55,5,36,C
0,4,5,0,0,0,0,4,0,0,0,41,12,60,C
0,0,17,0,0,0,0,0,0,0,0,43,1,5,C
0,4,1,0,0,0,0,4,0,2,0,23,0,16,C
0,3,1,0,0,0,0,0,0,0,0,17,0,0,C
0,5,1,0,0,0,0,5,0,0,0,6,0,12,C
0,56,19,0,0,0,0,44,0,3,0,86,8,130,C
0,55,21,0,0,0,0,44,0,3,0,98,8,148,C
0,21,53,0,0,1,0,15,0,1,3,51,9,56,C
0,2,2,0,0,0,0,2,0,2,0,10,1,27,C
0,19,5,0,0,0,0,18,0,2,0,23,0,66,C
0,3,1,0,0,0,0,0,0,0,0,20,3,17,C
0,1,1,0,0,0,0,0,0,0,0,7,0,0,C
0,2,1,0,0,0,0,0,0,0,0,12,0,2,C
0,6,1,0,0,0,0,3,0,1,0,10,3,12,C
0,2,1,0,0,0,0,0,0,0,0,9,0,5,C
0,10,88,0,0,0,0,7,0,0,0,12,1,19,C
0,28,1,0,0,0,0,24,0,0,0,36,1,27,C
0,2,1,0,0,0,0,2,0,0,0,12,5,11,C
0,5,1,0,0,1,0,4,0,2,0,32,0,15,C
0,5,1,0,0,1,0,3,0,1,0,29,0,5,C
0,5,1,0,0,0,0,4,0,0,0,6,0,12,C
0,6,1,0,0,0,0,5,0,0,0,7,0,17,C
0,15,1,0,0,3,0,12,0,10,0,48,2,43,C
0,6,1,0,0,0,0,6,0,0,0,19,6,23,C
0,1,1,0,0,11,0,1,0,0,0,80,9,139,C
0,3,1,0,0,0,0,3,0,3,0,4,0,12,C
1024,40,3,0,0,0,0,36,0,0,1024,77,3,73,C
0,3,1,0,0,0,0,3,0,3,0,4,0,12,C
0,0,2,0,0,0,0,0,0,0,0,0,0,1,C
0,14,1,0,0,0,0,14,0,2,0,128,1,51,C
0,4,2,0,0,1,0,4,0,0,1,15,5,18,C
0,0,2,0,0,1,0,0,0,0,1,7,4,6,C
0,0,1,0,0,0,0,0,0,0,0,0,0,5,C
0,5,1,0,0,0,0,3,0,1,0,30,2,31,C
0,3,1,0,0,0,0,1,0,0,0,14,2,13,C
0,3,1,0,0,0,0,2,0,1,0,11,0,4,C
0,4,1,0,0,0,0,2,0,1,0,25,0,4,C
0,5,1,0,0,0,0,5,0,0,0,20,3,22,C
0,12,105,0,0,0,0,5,0,2,0,129,30,154,C
0,1,0,10,70,3,0,1,0,0,2,0,3,13,D
0,2,4,6,29,3,0,0,0,0,0,5,0,21,D
0,1,4,2,6,2,0,3,0,0,0,2,3,11,D
0,0,0,3,7,2,0,0,0,0,0,0,4,0,D
0,1,11,6,33,2,1,3,0,0,5,16,0,34,D
0,1,0,8,20,3,0,1,0,0,0,0,3,8,D
0,1,19,4,44,1,1,6,0,0,2,61,0,18,D
0,1,11,6,36,2,1,3,0,0,5,16,0,34,D
0,0,4,2,1,11,0,0,0,0,0,3,3,4,D
0,1,17,10,34,2,1,6,0,0,7,15,3,11,D
0,0,19,4,43,1,1,5,0,0,2,60,0,16,D
0,1,11,6,36,2,1,3,0,0,5,16,0,34,D
0,1,0,6,14,4,0,1,0,0,0,0,3,9,D
0,2,10,6,26,2,1,3,0,0,5,12,0,32,D
0,1,0,10,32,3,0,2,0,0,0,0,3,10,D
0,0,19,4,43,1,1,5,0,0,2,60,0,16,D
0,1,13,6,36,2,1,3,0,0,5,15,0,52,D
0,1,0,8,30,5,0,2,0,0,0,0,3,10,D
0,1,12,8,27,2,1,3,0,0,5,12,0,30,D
0,0,4,2,1,11,0,0,0,0,0,3,3,4,D
0,1,11,10,40,4,1,2,0,0,4,12,3,10,D
0,1,12,8,27,2,1,3,0,0,5,12,0,30,D
0,1,0,10,22,4,0,1,0,0,1,1,3,8,D
0,1,12,8,27,2,1,3,0,0,5,12,0,30,D
0,2,0,8,30,5,0,2,0,0,0,0,3,12,D
0,1,15,8,29,2,1,5,0,0,5,13,0,32,D
0,1,0,8,25,4,0,2,0,0,0,0,3,10,D
0,1,11,6,28,2,1,3,0,0,5,14,0,33,D
0,1,0,6,13,3,0,1,0,0,0,0,3,8,D
0,0,24,12,64,2,1,5,0,0,4,99,0,17,D
0,1,11,6,30,2,1,3,0,0,5,15,0,33,D
0,4,24,1,0,34,1,14,0,0,1,22,11,32,D
0,1,16,6,39,2,0,6,0,0,11,15,0,47,D
0,0,2,13,30,3,0,0,0,0,0,0,2,19,D
0,2,9,6,30,2,0,4,0,0,1,12,0,37,D
0,1,0,7,16,3,1,2,0,0,0,0,3,11,D
0,8,31,1,20,2,13,3,0,0,11,8,13,86,D
0,1,2,6,28,9,0,0,0,0,1,5,0,16,D
0,1,1,11,38,3,0,1,0,0,0,0,3,17,D
1,1,13,11,44,3,1,3,0,0,8,25,0,35,D
0,1,0,18,34,2,0,2,0,0,0,9,3,4,D
1,5,6,7,40,1,1,6,0,0,6,10,0,11,D
0,1,14,9,17,1,4,6,0,0,4,16,0,11,D
0,1,14,14,19,1,3,4,0,0,4,18,2,5,D
0,0,5,13,7,1,0,6,0,0,0,1,3,6,D
0,4,15,18,20,1,1,7,0,0,0,19,0,10,D
0,2,49,43,40,5,9,29,0,0,9,36,6,94,D
0,0,14,13,12,1,4,7,0,1,12,12,0,11,D
0,0,4,2,3,1,1,0,0,0,2,3,0,1,D
0,0,7,2,5,1,1,0,0,1,2,12,6,1,D
0,3,11,6,19,2,0,4,0,0,3,11,0,13,D
0,4,12,5,23,4,0,4,0,0,3,15,0,25,D
0,0,8,5,10,4,0,0,0,0,2,21,0,6,D
0,3,11,4,18,4,0,4,0,0,3,11,0,13,D
0,0,8,6,13,4,0,0,0,0,0,26,0,12,D
0,4,16,6,19,55,15,3,0,0,1,24,3,57,D
0,0,9,6,8,3,1,0,0,0,3,15,2,5,D
0,0,9,6,7,3,1,0,0,0,2,15,2,5,D
0,4,20,9,29,7,0,1,0,1,0,24,1,19,D
1,11,23,12,42,10,3,3,0,2,5,34,2,31,D
0,7,13,1,0,26,0,6,0,0,7,25,0,66,D
0,7,6,2,13,2,0,5,0,0,0,19,4,12,D
2,6,8,3,15,1,0,6,1,0,1,25,19,64,D
0,7,6,3,16,2,0,5,0,0,0,19,4,12,D
2,6,8,3,15,1,0,6,1,0,1,25,19,64,D
0,0,8,6,13,4,0,0,0,0,0,26,0,12,D
0,0,11,6,12,4,0,0,0,0,0,24,0,6,D
0,4,12,6,22,4,0,4,0,0,3,13,0,25,D
0,3,11,4,18,4,0,4,0,0,3,11,0,12,D
0,0,12,7,21,9,0,0,0,0,2,8,0,47,D
0,2,9,2,2,1,0,4,0,0,0,4,2,13,D
0,0,8,6,13,4,0,0,0,0,0,26,0,12,D
0,0,11,6,12,4,0,0,0,0,0,24,0,6,D
0,4,12,6,22,4,0,4,0,0,3,13,0,25,D
0,4,16,6,13,27,0,4,0,0,1,20,0,14,D
0,0,15,6,15,4,0,0,0,0,1,16,0,10,D
1,6,20,10,19,14,0,0,0,0,0,27,0,9,D
0,0,11,6,12,4,0,0,0,0,0,13,0,9,D
0,5,20,9,28,8,0,1,0,1,1,26,1,27,D
0,0,2,6,14,33,0,0,0,0,0,5,0,0,D
0,0,2,6,14,31,0,0,0,0,0,3,0,0,D
0,0,3,6,14,47,0,0,0,0,0,2,0,0,D
0,0,8,6,11,4,0,0,0,0,0,22,0,6,D
0,1,19,6,23,5,0,1,0,1,1,22,1,27,D
0,3,25,10,28,6,1,1,0,1,2,25,1,21,D
0,0,8,6,13,4,0,0,0,0,0,26,0,12,D
0,0,11,6,12,4,0,0,0,0,0,24,0,7,D
0,1,2,0,1,4,0,0,0,0,0,2,0,18,D
0,3,8,5,17,1,0,0,0,0,1,24,0,18,D
0,1,2,0,1,4,0,0,0,0,0,2,0,18,D
0,3,8,5,17,1,0,0,0,0,1,24,0,18,D
0,1,2,0,2,4,0,0,0,0,0,2,0,18,D
0,3,8,5,17,1,0,0,0,0,1,23,0,18,D
0,2,2,0,2,4,0,0,0,0,0,4,0,21,D
0,3,9,5,20,1,0,0,0,0,1,25,0,18,D
0,1,2,0,2,4,0,0,0,0,0,2,0,18,D
0,3,9,5,21,1,0,0,0,0,1,25,0,18,D
0,1,2,0,2,4,0,0,0,0,0,2,0,18,D
0,3,9,5,20,1,0,0,0,0,1,25,0,18,D
0,0,18,6,47,1,12,0,0,0,0,4,0,59,D
0,4,22,10,44,15,2,1,0,1,4,30,1,35,D
0,3,11,4,18,4,0,4,0,0,2,8,0,13,D
0,0,2,6,5,11,0,0,0,0,0,0,0,0,D
0,0,2,6,5,11,0,0,0,0,0,0,0,0,D
0,0,2,6,5,20,0,0,0,0,1,0,0,1,D
0,0,8,6,4,11,0,0,0,0,2,8,0,12,D
0,1,2,6,4,9,0,2,0,0,0,3,0,3,D
1,4,12,9,22,4,0,4,0,0,2,10,0,24,D
0,3,11,4,19,4,0,4,0,0,3,8,0,12,D
1,4,12,9,22,4,0,4,0,0,2,10,0,24,D
0,0,12,7,18,9,0,0,0,0,2,8,0,42,D
0,3,11,4,20,4,0,4,0,0,3,8,0,13,D
0,0,9,6,14,4,0,0,0,0,0,22,0,6,D
0,1,10,7,13,4,1,0,0,0,0,23,1,9,D
0,1,10,7,11,4,1,1,0,0,2,24,0,8,D
0,1,8,6,12,4,1,0,0,0,0,23,0,7,D
0,0,8,2,8,4,0,3,0,0,4,8,6,6,D
0,0,13,6,24,18,0,0,0,0,1,7,0,62,D
0,1,12,8,15,6,0,0,0,0,1,11,0,39,D
0,0,13,8,16,9,0,0,0,0,1,11,0,41,D
0,3,14,6,11,10,0,0,0,0,1,9,1,31,D
0,0,12,6,13,8,0,0,0,0,2,8,0,40,D
0,0,13,6,21,7,0,0,0,0,1,8,0,31,D
0,0,12,7,15,10,0,0,0,0,2,8,0,42,D
1,0,12,7,19,9,0,0,0,0,2,8,0,56,D
0,0,12,7,15,10,0,0,0,0,2,8,0,42,D
1,0,12,7,17,10,0,0,0,0,2,8,0,56,D
1,0,12,7,16,12,0,0,0,0,2,8,0,67,D
0,0,13,6,22,17,0,0,0,0,1,8,0,66,D
0,0,5,6,30,20,0,0,0,0,1,1,0,47,D
0,0,12,6,16,12,0,0,0,0,1,8,0,52,D
0,0,12,6,16,12,0,0,0,0,1,8,0,53,D
0,0,13,6,21,15,0,0,0,0,1,8,0,69,D
0,1,4,6,34,22,0,1,0,0,0,1,0,30,D
0,0,12,6,20,12,0,0,0,0,1,8,0,64,D
0,1,4,6,34,23,0,1,0,0,0,1,0,30,D
0,0,2,8,10,14,0,0,0,0,0,1,0,10,D
0,0,4,7,15,14,0,0,0,0,0,1,0,26,D
0,1,12,7,19,17,0,0,0,0,1,9,0,65,D
0,3,9,5,25,1,0,0,0,0,1,26,0,18,D
0,1,2,0,2,4,0,0,0,0,0,2,0,18,D
0,7,12,1,0,3,4,8,0,0,0,0,3,21,D
0,23,21,1,16,10,0,21,0,0,1,19,20,97,D
0,6,5,1,0,7,2,5,0,0,0,3,1,8,D
0,6,3,1,0,12,0,7,0,0,2,5,10,55,D
0,0,2,1,0,7,0,1,0,0,1,0,1,8,D
0,24,0,0,1,34,0,2,0,0,0,0,0,2,D
0,14,16,15,18,4,1,8,0,0,9,16,0,43,D
0,219,0,0,1,1296,0,323,0,0,143,185,71,756,D
0,1,20,0,0,35,0,26,0,0,1,33,19,102,D
0,0,12,0,0,18,0,17,0,0,0,12,14,53,D
0,2,6,1,0,14,0,1,0,0,2,48,9,27,D
1,138,0,0,111,45,0,81,7,0,5,134,1,356,D
0,67,1,0,21,12,0,53,4,0,0,31,2,125,D
0,2,0,0,3,10,0,1,0,0,0,6,5,0,D
0,2,0,0,3,8,0,1,0,0,0,5,2,6,D
0,17,0,1,16,20,0,5,0,0,0,10,5,12,D
0,9,0,0,18,15,0,3,1,0,1,14,6,11,D
0,1,11,0,10,4,5,5,0,0,18,14,3,15,D
1,3,108,20,217,5,3,84,0,0,4,119,20,222,D
0,1,20,12,27,1,0,15,0,0,2,29,9,71,D
0,0,2,15,58,2,0,1,0,0,0,0,0,2,D
0,1,22,10,12,1,2,9,0,0,7,27,2,57,D
1,1,14,25,29,1,1,9,0,0,15,37,6,60,D
0,2,11,4,8,1,0,4,0,0,0,9,0,23,D
0,0,1,16,37,2,0,1,0,0,1,0,0,6,D
0,1,28,20,20,1,1,10,0,0,20,31,6,39,D
0,0,1,12,37,2,0,1,0,0,0,0,0,1,D
0,3,51,12,99,4,1,20,0,0,4,55,0,112,D
0,4,39,18,31,1,1,6,0,0,9,71,4,98,D
0,2,47,8,43,13,1,25,0,0,3,36,9,107,D
0,7,34,3,88,9,19,12,0,0,6,43,13,144,D
0,0,1,8,15,2,0,1,0,0,0,0,0,1,D
0,0,13,11,7,1,2,5,0,0,9,19,3,22,D
0,1,31,0,67,43,2,13,0,0,8,56,3,74,D
0,6,105,25,129,4,6,55,0,1,8,106,3,291,D
0,0,21,4,29,1,1,9,0,0,0,20,1,37,D
0,0,37,13,31,1,0,7,0,0,12,43,2,81,D
0,6,90,24,88,2,6,36,0,1,9,111,0,246,D
0,0,10,4,6,1,1,4,0,0,1,14,0,10,D
0,1,101,39,101,1,15,40,0,0,24,105,21,248,D
0,9,61,29,72,1,8,27,0,0,11,70,4,218,D
0,0,50,0,79,41,0,25,0,0,0,30,0,88,D
0,22,11,6,165,9,1,18,0,0,4,15,12,125,D
0,15,27,2,47,8,0,21,0,0,0,27,0,107,D
0,0,46,11,72,3,4,23,0,0,7,61,0,67,D
0,5,71,8,143,14,5,47,0,0,17,51,1,108,D
0,1,41,0,0,49,10,14,0,0,0,28,14,108,D
0,1,42,0,0,50,11,14,0,0,0,29,14,112,D
0,1,71,0,0,63,2,52,0,0,0,37,18,199,D
0,3,11,23,79,2,0,4,0,0,1,13,0,40,D
0,0,2,0,0,1,0,1,0,0,0,0,0,2,D
0,0,3,0,1,1,0,0,0,0,0,0,0,3,D
0,4,33,13,52,3,2,12,0,0,3,26,0,92,D
0,11,14,67,77,2,2,2,0,0,3,9,0,83,D
0,0,38,2,4,7,0,15,0,0,2,31,23,50,D
0,9,58,10,107,30,19,13,0,0,38,46,10,148,D
2,20,36,6,195,7,17,25,0,0,11,31,1,325,D
0,0,11,4,13,3,0,0,0,0,0,5,0,3,D
0,1,32,0,106,8,10,0,0,0,1,15,0,125,D
0,34,17,10,61,1,0,58,0,0,4,32,0,148,D
0,0,10,2,22,1,8,0,0,0,23,44,0,13,D
0,0,21,6,33,1,0,1,0,0,0,38,0,34,D
0,0,17,10,20,1,0,1,0,0,2,36,0,38,D
0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
0,0,1,0,0,0,0,0,0,0,0,0,1,0,D
0,0,16,1,0,2,0,6,0,0,0,2,2,10,D
0,3,0,0,0,0,0,0,0,0,0,1,0,1,D
0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
0,0,13,1,24,8,0,2,0,0,0,16,1,8,D
0,0,6,4,0,0,0,0,0,0,0,5,0,0,D
0,1,19,32,13,1,0,15,0,0,0,20,0,63,D
1,0,2,4,2,1,0,1,0,0,0,1,0,2,D
0,9,26,0,0,144,0,24,4,0,1,11,2,92,D
0,2,19,2,7,0,14,0,0,0,2,31,21,59,E
0,3,35,0,19,1,25,0,8,0,14,135,60,122,E
0,0,13,0,1,0,7,0,0,0,2,27,16,22,E
0,0,21,1,2,0,15,0,3,0,3,19,17,40,E
0,3,15,0,4,0,20,0,1,0,7,22,16,23,E
0,2,8,1,1,1,5,0,0,0,1,13,10,14,E
0,3,14,0,1,0,5,0,0,0,2,12,9,7,E
0,0,2,0,1,0,0,0,0,0,3,2,6,16,E
0,0,11,0,4,0,13,0,0,0,5,12,9,32,E
0,1,12,0,19,0,18,3,6,0,18,6,5,64,E
0,0,6,0,2,0,3,1,0,0,3,6,12,8,E
0,1,5,0,1,0,7,0,1,0,1,6,5,17,E
0,0,14,0,1,0,10,0,0,0,11,17,8,35,E
0,9,84,0,5,0,88,0,2,0,15,105,76,238,E
0,2,30,6,9,0,40,0,0,0,6,32,31,86,E
0,3,18,0,3,0,32,0,0,0,7,21,21,64,E
5,4,10,4,25,0,20,0,1,0,8,29,21,23,E
0,0,6,0,1,0,8,0,2,0,4,11,10,21,E
0,0,9,0,19,0,5,0,0,0,5,9,13,74,E
0,0,25,2,6,0,30,0,0,0,7,23,16,73,E
0,0,37,3,5,0,32,0,3,0,12,25,24,114,E
10,0,44,0,14,0,58,0,5,0,13,72,35,175,E
0,3,18,0,8,0,30,0,2,0,3,13,18,55,E
5,0,1,0,16,0,2,0,0,0,4,5,7,7,E
0,1,16,0,1,0,20,0,1,0,23,16,12,43,E
0,0,8,0,1,0,7,0,0,0,3,13,14,25,E
0,0,7,2,8,0,2,0,0,0,2,5,9,21,E
0,0,23,1,2,0,20,0,0,0,1,36,13,77,E
2,0,2,1,8,0,3,0,1,0,4,5,5,4,E
0,3,75,1,7,0,78,0,2,0,10,88,53,196,E
0,3,15,0,7,0,26,0,0,0,3,41,16,61,E
2,11,30,0,9,0,29,0,3,0,19,876,26,106,E
0,5,72,3,5,0,75,0,16,0,17,88,50,286,E
0,6,68,1,6,1,71,0,1,0,11,59,53,187,E
0,0,1,0,1,0,3,0,0,0,1,4,2,4,E
1,0,16,1,10,0,27,0,0,0,5,19,14,59,E
0,13,68,0,6,0,61,1,1,0,8,96,56,208,E
0,7,116,8,33,5,130,0,2,0,20,153,92,520,E
0,0,23,0,13,0,28,0,0,0,12,16,21,75,E
2,0,37,2,2,0,44,0,1,0,3,40,36,107,E
0,0,1,0,1,0,2,0,0,0,1,0,3,5,E
0,0,16,1,9,0,17,0,4,0,6,20,12,37,E
0,4,18,0,1,0,18,0,1,0,14,23,14,28,E
0,9,61,0,15,1,78,1,1,0,8,62,68,116,E
0,2,8,0,2,0,4,0,0,0,8,13,9,27,E
0,38,22,0,7,0,11,5,0,0,2,171,10,62,E
0,3,7,0,1,0,2,0,0,0,1,6,10,12,E
0,1,5,0,1,0,0,0,0,0,1,19,4,16,E
0,2,11,0,1,0,0,0,0,0,0,3,2,0,E
0,5,7,0,1,0,0,0,0,0,2,30,6,4,E
0,2,6,0,14,0,8,0,0,0,15,28,6,23,E
0,37,15,0,9,0,13,0,0,0,1,82,9,27,E
0,1,7,0,1,0,2,0,0,0,1,19,4,7,E
0,6,21,0,7,0,16,0,0,0,17,46,11,33,E
0,0,1,0,1,0,1,0,0,0,0,1,2,1,E
0,5,0,1,3,1,0,6,0,0,2,3,8,10,F
0,9,0,1,2,7,0,5,0,0,0,7,12,25,F
0,115,221,1,0,34,0,57,1,0,1,134,47,201,F
0,10,0,0,0,0,0,6,0,0,3,12,13,17,F
0,5172,335,2,19,201,0,2804,1,0,12,15722,158,36059,F
0,6,0,1,2,1,0,2,0,0,0,5,11,6,F
0,31,1,0,2,3,0,32,0,0,0,39,20,64,F
0,3,0,0,0,0,0,5,0,0,0,3,5,8,F
0,3,0,0,0,0,0,3,0,0,0,2,4,5,F
0,19,0,2,26,1,0,22,1,0,4,20,25,33,F
0,2,0,0,0,0,0,7,1,0,0,4,5,1,F
0,5,0,0,2,0,0,2,0,0,0,6,5,3,F
0,2,0,0,0,0,0,0,1,0,0,3,4,2,F
1,45,0,2,27,6,0,37,1,0,4,35,45,96,F
0,1,0,1,1,1,0,3,0,0,2,1,8,2,F
0,23,0,1,20,14,0,48,0,0,9,42,28,133,F
0,76,0,1,15,16,0,77,0,0,15,66,41,163,F
0,17,0,1,3,17,0,19,0,0,5,15,19,43,F
1,47,0,4,63,22,0,80,0,0,12,48,44,204,F
0,1,0,1,1,1,0,3,0,0,2,1,8,2,F
0,2,0,1,0,2,0,1,0,0,0,8,6,2,F
0,22,0,0,15,14,0,8,0,0,0,26,23,31,F
0,8,0,2,0,11,0,5,1,0,0,7,8,6,F
0,13,0,1,0,12,0,9,1,0,1,6,12,33,F
0,6,0,0,4,2,0,3,0,0,0,7,11,10,F
0,5,0,0,0,3,0,1,0,0,0,0,4,3,F
0,5,0,0,0,1,0,3,1,0,1,2,7,10,F
0,8,0,1,0,12,0,8,0,0,0,3,5,2,F
0,8,0,1,1,9,0,10,0,0,0,5,6,7,F
0,4,0,1,2,1,0,6,0,0,2,3,8,6,F
0,2,0,0,5,0,0,1,1,0,1,3,4,4,F
0,6,0,0,0,0,0,4,0,0,0,3,2,0,F
0,11,0,3,1,1,0,2,1,0,4,8,18,4,F
0,97,0,4,19,52,1,125,0,2,8,79,36,313,F
0,1,0,1,1,2,0,2,0,0,0,0,2,2,F
0,39,0,1,3,33,0,45,0,0,4,36,34,128,F
0,87,0,1,0,20,0,112,3,0,12,116,80,163,F
0,5,0,0,1,0,0,4,0,0,0,2,2,2,F
0,72,0,1,2,16,0,49,0,0,4,66,48,126,F
0,1,0,0,0,0,0,0,0,0,0,1,1,0,F
0,115,0,1,0,72,0,88,1,0,13,72,33,224,F
0,71,0,2,1,47,0,69,3,0,6,25,17,110,F
0,139,0,1,13,14,0,222,0,2,11,50,28,365,F
0,94,0,1,2,74,0,60,2,0,2,98,35,206,F
0,128,0,2,24,49,0,109,0,1,5,77,26,191,F
0,98,0,1,8,42,0,78,0,0,0,52,35,208,F
0,8,0,1,0,4,0,5,0,0,1,6,3,7,F
0,91,0,1,3,33,0,81,2,0,0,66,22,143,F
0,305,0,1,11,117,0,285,2,0,7,192,80,549,F
0,37,0,1,2,29,0,50,0,0,0,27,13,73,F
0,546,2,1,14,288,0,468,8,0,2,777,27,1806,F
0,92,0,1,10,14,0,65,0,0,0,56,40,135,F
0,130,0,1,38,42,0,128,6,0,0,60,33,439,F
0,132,0,4,18,5,0,119,0,0,0,117,47,303,F
0,105,0,1,13,41,0,92,0,0,1,106,14,211,F
