"inline_NO_brace","inline_YES_brace","nextline_brace","double_backslash_NO_Space","double_backslash_YES_Space","single_backslash_asterisk","NO_parenthesis","YES_parenthesis","unary_NO_space","unary_YES_space","NO_binary_NO","NO_binary_YES","YES_binary_NO","YES_binary_YES","Programmer"
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.10526315789473684,0.18421052631578946,0.7105263157894737,A
1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.5806451612903226,0.16129032258064516,0.06451612903225806,0.1935483870967742,A
1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.65625,0.125,0.03125,0.1875,A
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0.047619047619047616,0.23809523809523808,0.14285714285714285,0.5714285714285714,A
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0,A
0,0,0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,A
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.034334763948497854,0.2145922746781116,0.18025751072961374,0.5708154506437768,A
0.0,0.02702702702702703,0.972972972972973,0.0,0.43478260869565216,0.5652173913043478,0.0,1.0,0,0,0.0,0.5,0.040983606557377046,0.45901639344262296,A
0.0,0.0,1.0,0.0,0.75,0.25,0.0,1.0,1.0,0.0,0.0,0.18455743879472694,0.1111111111111111,0.704331450094162,A
0.0034129692832764505,0.0034129692832764505,0.9931740614334471,0.0,0.7228915662650602,0.27710843373493976,0.0,1.0,1.0,0.0,0.0021344717182497333,0.13340448239060831,0.14194236926360726,0.7225186766275347,A
0.0,0.0,1.0,0.0,0.7878787878787878,0.21212121212121213,0.0,1.0,1.0,0.0,0.0,0.20863309352517986,0.1223021582733813,0.6690647482014388,A
0.0,0.0,1.0,0.0,0.34782608695652173,0.6521739130434783,0.0,1.0,1.0,0.0,0.0,0.19594594594594594,0.16216216216216217,0.6418918918918919,A
0.0,0.24324324324324326,0.7567567567567568,0.05405405405405406,0.6756756756756757,0.2702702702702703,0.0,1.0,1.0,0.0,0.004597701149425287,0.7057471264367816,0.04827586206896552,0.2413793103448276,A
0.0,0.007281553398058253,0.9927184466019418,0.0015360983102918587,0.7972350230414746,0.2012288786482335,0.0,1.0,0.9714285714285714,0.02857142857142857,0.005009107468123861,0.15437158469945356,0.09198542805100182,0.7486338797814208,A
